clip_id,Show,EpId,ClipId,Start,Stop,label
HeStutters_22_180,HeStutters,22,180,39239680,39287680,fluent
HeStutters_22_181,HeStutters,22,181,39271840,39319840,block
HeStutters_22_182,HeStutters,22,182,39465920,39513920,interjection
HeStutters_22_183,HeStutters,22,183,39504320,39552320,fluent
HeStutters_22_186,HeStutters,22,186,3515840,3563840,fluent
HeStutters_22_188,HeStutters,22,188,40714560,40762560,fluent
HeStutters_22_191,HeStutters,22,191,41028960,41076960,repetition
HeStutters_22_192,HeStutters,22,192,41065280,41113280,repetition
HeStutters_22_193,HeStutters,22,193,41668960,41716960,fluent
HeStutters_22_194,HeStutters,22,194,41704160,41752160,fluent
HeStutters_22_196,HeStutters,22,196,43184320,43232320,repetition
HeStutters_22_197,HeStutters,22,197,43238400,43286400,fluent
HeStutters_22_200,HeStutters,22,200,43505440,43553440,fluent
HeStutters_22_202,HeStutters,22,202,44173600,44221600,repetition
HeStutters_22_203,HeStutters,22,203,44229920,44277920,fluent
HeStutters_22_206,HeStutters,22,206,3696960,3744960,repetition
HeStutters_23_0,HeStutters,23,0,2007840,2055840,fluent
HeStutters_23_1,HeStutters,23,1,39103520,39151520,fluent
HeStutters_23_2,HeStutters,23,2,39694560,39742560,repetition
HeStutters_23_4,HeStutters,23,4,39876800,39924800,fluent
HeStutters_23_6,HeStutters,23,6,40437120,40485120,repetition
HeStutters_23_9,HeStutters,23,9,40919200,40967200,fluent
HeStutters_23_10,HeStutters,23,10,40977440,41025440,repetition
HeStutters_23_11,HeStutters,23,11,41051040,41099040,repetition
HeStutters_23_12,HeStutters,23,12,41088320,41136320,fluent
HeStutters_23_13,HeStutters,23,13,41238720,41286720,fluent
HeStutters_23_14,HeStutters,23,14,41273440,41321440,fluent
HeStutters_23_16,HeStutters,23,16,41452480,41500480,prolongation
HeStutters_23_18,HeStutters,23,18,7676800,7724800,repetition
HeStutters_23_20,HeStutters,23,20,42326560,42374560,fluent
HeStutters_23_24,HeStutters,23,24,42770880,42818880,prolongation
HeStutters_23_25,HeStutters,23,25,42798560,42846560,repetition
HeStutters_23_26,HeStutters,23,26,42970080,43018080,fluent
HeStutters_23_28,HeStutters,23,28,43016640,43064640,repetition
HeStutters_23_29,HeStutters,23,29,43933760,43981760,repetition
HeStutters_23_30,HeStutters,23,30,43968320,44016320,fluent
HeStutters_23_34,HeStutters,23,34,45001120,45049120,repetition
HeStutters_23_36,HeStutters,23,36,45088960,45136960,fluent
HeStutters_23_37,HeStutters,23,37,45121120,45169120,repetition
HeStutters_23_38,HeStutters,23,38,8288800,8336800,repetition
HeStutters_23_39,HeStutters,23,39,8316000,8364000,block
HeStutters_23_40,HeStutters,23,40,8489440,8537440,repetition
HeStutters_23_41,HeStutters,23,41,8522560,8570560,repetition
HeStutters_23_42,HeStutters,23,42,9643680,9691680,prolongation
HeStutters_23_43,HeStutters,23,43,9674560,9722560,block
HeStutters_23_44,HeStutters,23,44,9861760,9909760,repetition
HeStutters_23_45,HeStutters,23,45,9896160,9944160,fluent
HeStutters_23_47,HeStutters,23,47,10198080,10246080,fluent
HeStutters_23_48,HeStutters,23,48,10264320,10312320,interjection
HeStutters_23_49,HeStutters,23,49,10291520,10339520,prolongation
HeStutters_23_50,HeStutters,23,50,10612320,10660320,repetition
HeStutters_23_53,HeStutters,23,53,11294400,11342400,repetition
HeStutters_23_54,HeStutters,23,54,11312000,11360000,repetition
HeStutters_23_55,HeStutters,23,55,2896320,2944320,repetition
HeStutters_23_56,HeStutters,23,56,2933120,2981120,repetition
HeStutters_23_57,HeStutters,23,57,11663520,11711520,repetition
HeStutters_23_59,HeStutters,23,59,12173920,12221920,fluent
HeStutters_23_60,HeStutters,23,60,12207520,12255520,block
HeStutters_23_62,HeStutters,23,62,12297760,12345760,prolongation
HeStutters_23_64,HeStutters,23,64,12412160,12460160,fluent
HeStutters_23_65,HeStutters,23,65,12429440,12477440,repetition
HeStutters_23_66,HeStutters,23,66,12640480,12688480,repetition
HeStutters_23_67,HeStutters,23,67,12682560,12730560,repetition
HeStutters_23_69,HeStutters,23,69,12971840,13019840,fluent
HeStutters_23_70,HeStutters,23,70,13276320,13324320,repetition
HeStutters_23_71,HeStutters,23,71,13304000,13352000,fluent
HeStutters_23_72,HeStutters,23,72,13398400,13446400,repetition
HeStutters_23_74,HeStutters,23,74,3091040,3139040,repetition
HeStutters_23_75,HeStutters,23,75,3127840,3175840,fluent
HeStutters_23_77,HeStutters,23,77,13927360,13975360,repetition
HeStutters_23_78,HeStutters,23,78,14374240,14422240,repetition
HeStutters_23_80,HeStutters,23,80,14920000,14968000,fluent
HeStutters_23_82,HeStutters,23,82,15396960,15444960,fluent
HeStutters_23_83,HeStutters,23,83,15424000,15472000,repetition
HeStutters_23_84,HeStutters,23,84,15469600,15517600,fluent
HeStutters_23_86,HeStutters,23,86,16769120,16817120,fluent
HeStutters_23_87,HeStutters,23,87,16803520,16851520,block
HeStutters_23_88,HeStutters,23,88,17063680,17111680,fluent
HeStutters_23_89,HeStutters,23,89,17091040,17139040,fluent
HeStutters_23_90,HeStutters,23,90,17147040,17195040,fluent
HeStutters_23_91,HeStutters,23,91,17284320,17332320,fluent
HeStutters_23_93,HeStutters,23,93,17385760,17433760,fluent
HeStutters_23_94,HeStutters,23,94,3531200,3579200,repetition
HeStutters_23_96,HeStutters,23,96,17789920,17837920,fluent
HeStutters_23_102,HeStutters,23,102,18633280,18681280,repetition
HeStutters_23_103,HeStutters,23,103,19099200,19147200,repetition
HeStutters_23_104,HeStutters,23,104,19160960,19208960,fluent
HeStutters_23_105,HeStutters,23,105,19226560,19274560,fluent
HeStutters_23_106,HeStutters,23,106,19268480,19316480,repetition
HeStutters_23_107,HeStutters,23,107,20185600,20233600,repetition
HeStutters_23_108,HeStutters,23,108,20212800,20260800,repetition
HeStutters_23_109,HeStutters,23,109,20239680,20287680,fluent
HeStutters_23_110,HeStutters,23,110,20418400,20466400,prolongation
HeStutters_23_112,HeStutters,23,112,3578880,3626880,fluent
HeStutters_23_113,HeStutters,23,113,20898560,20946560,repetition
HeStutters_23_114,HeStutters,23,114,20948960,20996960,repetition
HeStutters_23_115,HeStutters,23,115,21877440,21925440,repetition
HeStutters_23_116,HeStutters,23,116,21922400,21970400,fluent
HeStutters_23_117,HeStutters,23,117,22414240,22462240,repetition
HeStutters_23_119,HeStutters,23,119,22533760,22581760,block
HeStutters_23_121,HeStutters,23,121,22615040,22663040,block
HeStutters_23_122,HeStutters,23,122,23286400,23334400,fluent
HeStutters_23_123,HeStutters,23,123,23314880,23362880,fluent
HeStutters_23_124,HeStutters,23,124,23341920,23389920,repetition
HeStutters_23_126,HeStutters,23,126,23666560,23714560,repetition
HeStutters_23_127,HeStutters,23,127,23894560,23942560,repetition
HeStutters_23_128,HeStutters,23,128,23933600,23981600,fluent
HeStutters_23_129,HeStutters,23,129,24263040,24311040,repetition
HeStutters_23_132,HeStutters,23,132,3910720,3958720,repetition
HeStutters_23_133,HeStutters,23,133,25081760,25129760,repetition
HeStutters_23_134,HeStutters,23,134,25117120,25165120,interjection
HeStutters_23_137,HeStutters,23,137,26467360,26515360,repetition
HeStutters_23_138,HeStutters,23,138,26499040,26547040,block
HeStutters_23_139,HeStutters,23,139,26922720,26970720,interjection
HeStutters_23_140,HeStutters,23,140,26950080,26998080,repetition
HeStutters_23_141,HeStutters,23,141,27028000,27076000,repetition
HeStutters_23_142,HeStutters,23,142,27073120,27121120,fluent
HeStutters_23_146,HeStutters,23,146,28746400,28794400,block
HeStutters_23_147,HeStutters,23,147,29152000,29200000,repetition
HeStutters_23_148,HeStutters,23,148,29180640,29228640,block
HeStutters_23_149,HeStutters,23,149,29384000,29432000,repetition
HeStutters_23_155,HeStutters,23,155,29960000,30008000,repetition
HeStutters_23_161,HeStutters,23,161,30201120,30249120,fluent
HeStutters_23_165,HeStutters,23,165,31512160,31560160,fluent
HeStutters_23_167,HeStutters,23,167,31722080,31770080,repetition
HeStutters_23_168,HeStutters,23,168,31766080,31814080,repetition
HeStutters_23_169,HeStutters,23,169,31868320,31916320,fluent
HeStutters_23_171,HeStutters,23,171,32064320,32112320,fluent
HeStutters_23_175,HeStutters,23,175,32151680,32199680,prolongation
HeStutters_23_179,HeStutters,23,179,32287200,32335200,repetition
HeStutters_23_180,HeStutters,23,180,32380000,32428000,repetition
HeStutters_23_181,HeStutters,23,181,32415040,32463040,repetition
HeStutters_23_182,HeStutters,23,182,33153920,33201920,fluent
HeStutters_23_183,HeStutters,23,183,33182240,33230240,fluent
HeStutters_23_184,HeStutters,23,184,33219040,33267040,fluent
HeStutters_23_186,HeStutters,23,186,33743520,33791520,block
HeStutters_23_187,HeStutters,23,187,33772320,33820320,repetition
HeStutters_23_189,HeStutters,23,189,33960000,34008000,repetition
HeStutters_23_190,HeStutters,23,190,34271840,34319840,repetition
HeStutters_23_192,HeStutters,23,192,34327200,34375200,fluent
HeStutters_23_195,HeStutters,23,195,34724800,34772800,repetition
HeStutters_23_196,HeStutters,23,196,34755040,34803040,fluent
HeStutters_23_198,HeStutters,23,198,35188640,35236640,fluent
HeStutters_23_202,HeStutters,23,202,36967520,37015520,block
HeStutters_23_203,HeStutters,23,203,37552320,37600320,fluent
HeStutters_23_204,HeStutters,23,204,37582080,37630080,repetition
HeStutters_23_205,HeStutters,23,205,38495200,38543200,repetition
HeStutters_23_206,HeStutters,23,206,38523520,38571520,repetition
HeStutters_23_208,HeStutters,23,208,38650240,38698240,repetition
HeStutters_23_210,HeStutters,23,210,38938400,38986400,repetition
HeStutters_23_211,HeStutters,23,211,38994080,39042080,repetition
HeStutters_23_212,HeStutters,23,212,39039840,39087840,fluent
HVSA_0_2,HVSA,0,2,671200,719200,interjection
HVSA_0_4,HVSA,0,4,758560,806560,interjection
HVSA_0_8,HVSA,0,8,1011520,1059520,interjection
HVSA_0_9,HVSA,0,9,1036640,1084640,interjection
HVSA_0_10,HVSA,0,10,1071680,1119680,prolongation
HVSA_0_12,HVSA,0,12,1136160,1184160,interjection
HVSA_0_14,HVSA,0,14,1180800,1228800,repetition
HVSA_0_15,HVSA,0,15,1252800,1300800,block
HVSA_0_17,HVSA,0,17,1325760,1373760,interjection
HVSA_0_18,HVSA,0,18,1432640,1480640,fluent
HVSA_0_22,HVSA,0,22,1592960,1640960,fluent
HVSA_0_23,HVSA,0,23,1623680,1671680,repetition
HVSA_0_24,HVSA,0,24,1676320,1724320,block
HVSA_0_25,HVSA,0,25,1708000,1756000,prolongation
HVSA_0_28,HVSA,0,28,127680,175680,fluent
HVSA_0_30,HVSA,0,30,1912640,1960640,fluent
HVSA_0_31,HVSA,0,31,1940960,1988960,fluent
HVSA_0_32,HVSA,0,32,1997600,2045600,repetition
HVSA_0_33,HVSA,0,33,2048640,2096640,fluent
HVSA_0_35,HVSA,0,35,2118400,2166400,fluent
HVSA_0_36,HVSA,0,36,2154880,2202880,prolongation
HVSA_0_37,HVSA,0,37,2180160,2228160,prolongation
HVSA_0_38,HVSA,0,38,2218560,2266560,block
HVSA_0_40,HVSA,0,40,2265920,2313920,fluent
HVSA_0_41,HVSA,0,41,2318720,2366720,prolongation
HVSA_0_43,HVSA,0,43,188320,236320,fluent
HVSA_0_44,HVSA,0,44,2395840,2443840,fluent
HVSA_0_45,HVSA,0,45,2427360,2475360,fluent
HVSA_0_46,HVSA,0,46,2558880,2606880,block
HVSA_0_47,HVSA,0,47,2583840,2631840,fluent
HVSA_0_49,HVSA,0,49,2689600,2737600,block
HVSA_0_52,HVSA,0,52,2811840,2859840,fluent
HVSA_0_53,HVSA,0,53,2839200,2887200,prolongation
HVSA_0_54,HVSA,0,54,2887520,2935520,repetition
HVSA_0_58,HVSA,0,58,3055680,3103680,fluent
HVSA_0_59,HVSA,0,59,3080640,3128640,fluent
HVSA_0_61,HVSA,0,61,370400,418400,interjection
HVSA_0_63,HVSA,0,63,3213600,3261600,fluent
HVSA_0_64,HVSA,0,64,3240960,3288960,prolongation
HVSA_0_69,HVSA,0,69,3475200,3523200,fluent
HVSA_0_71,HVSA,0,71,3536960,3584960,repetition
HVSA_0_73,HVSA,0,73,3619200,3667200,repetition
HVSA_0_78,HVSA,0,78,3760480,3808480,prolongation
HVSA_0_79,HVSA,0,79,3849760,3897760,block
HVSA_0_80,HVSA,0,80,3902080,3950080,block
HVSA_0_81,HVSA,0,81,3929280,3977280,fluent
HVSA_0_82,HVSA,0,82,3977600,4025600,block
HVSA_0_84,HVSA,0,84,4047840,4095840,block
HVSA_0_85,HVSA,0,85,4083840,4131840,repetition
HVSA_0_86,HVSA,0,86,4110240,4158240,fluent
HVSA_0_88,HVSA,0,88,4197920,4245920,fluent
HVSA_0_89,HVSA,0,89,4256320,4304320,fluent
HVSA_0_90,HVSA,0,90,471840,519840,prolongation
HVSA_0_92,HVSA,0,92,4329120,4377120,fluent
HVSA_0_93,HVSA,0,93,4420800,4468800,prolongation
HVSA_0_94,HVSA,0,94,4462400,4510400,fluent
HVSA_0_96,HVSA,0,96,4512160,4560160,fluent
HVSA_0_98,HVSA,0,98,4555360,4603360,fluent
HVSA_0_100,HVSA,0,100,4621760,4669760,interjection
HVSA_0_101,HVSA,0,101,4652000,4700000,fluent
HVSA_0_105,HVSA,0,105,4813760,4861760,prolongation
HVSA_0_111,HVSA,0,111,5200800,5248800,repetition
HVSA_0_115,HVSA,0,115,5662880,5710880,interjection
HVSA_0_116,HVSA,0,116,5714880,5762880,interjection
HVSA_0_117,HVSA,0,117,5741440,5789440,block
HVSA_0_120,HVSA,0,120,5995680,6043680,fluent
HVSA_0_121,HVSA,0,121,6034880,6082880,repetition
HVSA_0_122,HVSA,0,122,6104320,6152320,fluent
HVSA_0_123,HVSA,0,123,575840,623840,fluent
HVSA_0_124,HVSA,0,124,6148480,6196480,fluent
HVSA_0_125,HVSA,0,125,6184960,6232960,fluent
HVSA_0_127,HVSA,0,127,6280960,6328960,fluent
HVSA_0_128,HVSA,0,128,6305120,6353120,interjection
HVSA_0_129,HVSA,0,129,6315040,6363040,interjection
HVSA_0_130,HVSA,0,130,6382240,6430240,fluent
HVSA_0_131,HVSA,0,131,6406560,6454560,fluent
HVSA_0_132,HVSA,0,132,6466880,6514880,fluent
HVSA_0_133,HVSA,0,133,6494400,6542400,block
HVSA_0_135,HVSA,0,135,6587520,6635520,fluent
HVSA_1_2,HVSA,1,2,10512160,10560160,fluent
HVSA_1_3,HVSA,1,3,10568960,10616960,fluent
HVSA_1_8,HVSA,1,8,10777440,10825440,repetition
HVSA_1_9,HVSA,1,9,10862240,10910240,block
HVSA_1_10,HVSA,1,10,10887200,10935200,fluent
HVSA_1_13,HVSA,1,13,11118720,11166720,fluent
HVSA_1_16,HVSA,1,16,1106080,1154080,fluent
HVSA_1_17,HVSA,1,17,11191680,11239680,fluent
HVSA_1_18,HVSA,1,18,11216480,11264480,fluent
HVSA_1_19,HVSA,1,19,11257760,11305760,fluent
HVSA_1_20,HVSA,1,20,11280960,11328960,fluent
HVSA_1_21,HVSA,1,21,11335040,11383040,fluent
HVSA_1_22,HVSA,1,22,11372800,11420800,repetition
HVSA_1_23,HVSA,1,23,11437120,11485120,fluent
HVSA_1_25,HVSA,1,25,11549440,11597440,fluent
HVSA_1_27,HVSA,1,27,11727680,11775680,prolongation
HVSA_1_28,HVSA,1,28,11753280,11801280,block
HVSA_1_29,HVSA,1,29,1357280,1405280,fluent
HVSA_1_30,HVSA,1,30,1384000,1432000,block
HVSA_1_33,HVSA,1,33,11891680,11939680,fluent
HVSA_1_34,HVSA,1,34,11992480,12040480,fluent
HVSA_1_35,HVSA,1,35,12018880,12066880,fluent
HVSA_1_36,HVSA,1,36,12060320,12108320,fluent
HVSA_1_37,HVSA,1,37,1452160,1500160,repetition
HVSA_1_40,HVSA,1,40,1568320,1616320,fluent
HVSA_1_42,HVSA,1,42,1667840,1715840,fluent
HVSA_1_45,HVSA,1,45,1815040,1863040,interjection
HVSA_1_48,HVSA,1,48,1917280,1965280,repetition
HVSA_1_49,HVSA,1,49,2131200,2179200,fluent
HVSA_1_50,HVSA,1,50,2157440,2205440,block
HVSA_1_52,HVSA,1,52,2250720,2298720,fluent
HVSA_1_53,HVSA,1,53,2279840,2327840,repetition
HVSA_1_54,HVSA,1,54,2298400,2346400,repetition
HVSA_1_60,HVSA,1,60,2645440,2693440,fluent
HVSA_1_61,HVSA,1,61,2702080,2750080,fluent
HVSA_1_62,HVSA,1,62,2727360,2775360,fluent
HVSA_1_63,HVSA,1,63,2779200,2827200,repetition
HVSA_1_65,HVSA,1,65,105920,153920,prolongation
HVSA_1_66,HVSA,1,66,131040,179040,block
HVSA_1_69,HVSA,1,69,2903360,2951360,interjection
HVSA_1_71,HVSA,1,71,3077280,3125280,repetition
HVSA_1_74,HVSA,1,74,3246720,3294720,interjection
HVSA_1_75,HVSA,1,75,3294240,3342240,repetition
HVSA_1_76,HVSA,1,76,3620480,3668480,block
HVSA_1_78,HVSA,1,78,4052480,4100480,fluent
HVSA_1_79,HVSA,1,79,4098080,4146080,interjection
HVSA_1_80,HVSA,1,80,4435200,4483200,block
HVSA_1_83,HVSA,1,83,299200,347200,fluent
HVSA_1_84,HVSA,1,84,323840,371840,repetition
HVSA_1_85,HVSA,1,85,4529280,4577280,fluent
HVSA_1_86,HVSA,1,86,4560160,4608160,fluent
HVSA_1_87,HVSA,1,87,4588640,4636640,fluent
HVSA_1_88,HVSA,1,88,4643520,4691520,repetition
HVSA_1_89,HVSA,1,89,4690400,4738400,fluent
HVSA_1_92,HVSA,1,92,4854240,4902240,fluent
HVSA_1_93,HVSA,1,93,5012640,5060640,prolongation
HVSA_1_95,HVSA,1,95,5312000,5360000,fluent
HVSA_1_97,HVSA,1,97,5380320,5428320,repetition
HVSA_1_98,HVSA,1,98,5437600,5485600,interjection
HVSA_1_99,HVSA,1,99,367680,415680,fluent
HVSA_1_101,HVSA,1,101,5603680,5651680,prolongation
HVSA_1_102,HVSA,1,102,5628640,5676640,interjection
HVSA_1_103,HVSA,1,103,5717440,5765440,repetition
HVSA_1_104,HVSA,1,104,5744320,5792320,fluent
HVSA_1_105,HVSA,1,105,5878560,5926560,fluent
HVSA_1_106,HVSA,1,106,5907840,5955840,interjection
HVSA_1_108,HVSA,1,108,6097920,6145920,prolongation
HVSA_1_110,HVSA,1,110,6271040,6319040,interjection
HVSA_1_111,HVSA,1,111,6301920,6349920,fluent
HVSA_1_112,HVSA,1,112,6456160,6504160,fluent
HVSA_1_114,HVSA,1,114,6686720,6734720,fluent
HVSA_1_118,HVSA,1,118,514240,562240,fluent
HVSA_1_119,HVSA,1,119,540640,588640,block
HVSA_1_122,HVSA,1,122,7006880,7054880,fluent
HVSA_1_127,HVSA,1,127,7225600,7273600,block
HVSA_1_128,HVSA,1,128,7263360,7311360,block
HVSA_1_130,HVSA,1,130,7403840,7451840,fluent
HVSA_1_131,HVSA,1,131,7431040,7479040,fluent
HVSA_1_135,HVSA,1,135,752320,800320,fluent
HVSA_1_136,HVSA,1,136,789920,837920,block
HVSA_1_137,HVSA,1,137,7602240,7650240,interjection
HVSA_1_138,HVSA,1,138,7647840,7695840,repetition
HVSA_1_139,HVSA,1,139,7700480,7748480,fluent
HVSA_1_140,HVSA,1,140,7976000,8024000,fluent
HVSA_1_141,HVSA,1,141,8003840,8051840,repetition
HVSA_1_142,HVSA,1,142,8101440,8149440,block
HVSA_1_143,HVSA,1,143,8125600,8173600,fluent
HVSA_1_144,HVSA,1,144,8178880,8226880,fluent
HVSA_1_148,HVSA,1,148,8461600,8509600,prolongation
HVSA_1_150,HVSA,1,150,8613440,8661440,fluent
HVSA_1_152,HVSA,1,152,8900800,8948800,repetition
HVSA_1_155,HVSA,1,155,8952000,9000000,fluent
HVSA_1_156,HVSA,1,156,8988960,9036960,fluent
HVSA_1_158,HVSA,1,158,9063200,9111200,interjection
HVSA_1_159,HVSA,1,159,9230880,9278880,repetition
HVSA_1_161,HVSA,1,161,9297120,9345120,fluent
HVSA_1_165,HVSA,1,165,9507840,9555840,block
HVSA_1_168,HVSA,1,168,9623520,9671520,fluent
HVSA_1_171,HVSA,1,171,879200,927200,fluent
HVSA_1_172,HVSA,1,172,9822240,9870240,interjection
HVSA_1_175,HVSA,1,175,9964160,10012160,fluent
HVSA_1_176,HVSA,1,176,9988480,10036480,repetition
HVSA_1_177,HVSA,1,177,10038080,10086080,fluent
HVSA_1_182,HVSA,1,182,10328640,10376640,fluent
HVSA_1_183,HVSA,1,183,10340960,10388960,fluent
HVSA_1_184,HVSA,1,184,10356160,10404160,fluent
HVSA_1_185,HVSA,1,185,10411520,10459520,block
HVSA_1_186,HVSA,1,186,1008160,1056160,prolongation
HVSA_1_187,HVSA,1,187,975200,1023200,block
HVSA_2_0,HVSA,2,0,6720,54720,fluent
HVSA_2_8,HVSA,2,8,44645120,44693120,repetition
HVSA_2_12,HVSA,2,12,46022880,46070880,repetition
HVSA_2_15,HVSA,2,15,46765440,46813440,repetition
HVSA_2_16,HVSA,2,16,46830560,46878560,fluent
HVSA_2_18,HVSA,2,18,4829760,4877760,repetition
HVSA_2_20,HVSA,2,20,5331840,5379840,fluent
HVSA_2_24,HVSA,2,24,5926560,5974560,repetition
HVSA_2_25,HVSA,2,25,5958240,6006240,interjection
HVSA_2_26,HVSA,2,26,8720480,8768480,prolongation
HVSA_2_27,HVSA,2,27,8748800,8796800,fluent
HVSA_2_29,HVSA,2,29,8798080,8846080,fluent
HVSA_2_32,HVSA,2,32,9535200,9583200,repetition
HVSA_2_34,HVSA,2,34,11275840,11323840,repetition
HVSA_2_38,HVSA,2,38,11414560,11462560,interjection
HVSA_2_46,HVSA,2,46,12987200,13035200,fluent
HVSA_2_48,HVSA,2,48,13118240,13166240,prolongation
HVSA_2_49,HVSA,2,49,13146880,13194880,prolongation
HVSA_2_50,HVSA,2,50,13230240,13278240,repetition
HVSA_2_51,HVSA,2,51,13276480,13324480,repetition
HVSA_2_55,HVSA,2,55,13889600,13937600,prolongation
HVSA_2_58,HVSA,2,58,365600,413600,prolongation
HVSA_2_59,HVSA,2,59,405280,453280,block
HVSA_2_60,HVSA,2,60,14017440,14065440,fluent
HVSA_2_61,HVSA,2,61,15926080,15974080,fluent
HVSA_2_64,HVSA,2,64,17101600,17149600,fluent
HVSA_2_68,HVSA,2,68,17511360,17559360,fluent
HVSA_2_69,HVSA,2,69,17539200,17587200,block
HVSA_2_72,HVSA,2,72,17654400,17702400,prolongation
HVSA_2_74,HVSA,2,74,17788480,17836480,repetition
HVSA_2_76,HVSA,2,76,442400,490400,fluent
HVSA_2_79,HVSA,2,79,18554080,18602080,fluent
HVSA_2_82,HVSA,2,82,19008000,19056000,fluent
HVSA_2_88,HVSA,2,88,19996480,20044480,interjection
HVSA_2_89,HVSA,2,89,20065120,20113120,prolongation
HVSA_2_90,HVSA,2,90,20093600,20141600,interjection
HVSA_2_91,HVSA,2,91,20533600,20581600,fluent
HVSA_2_92,HVSA,2,92,20561920,20609920,repetition
HVSA_2_93,HVSA,2,93,20855200,20903200,block
HVSA_2_97,HVSA,2,97,617920,665920,interjection
HVSA_2_99,HVSA,2,99,22727840,22775840,block
HVSA_2_101,HVSA,2,101,23433440,23481440,repetition
HVSA_2_105,HVSA,2,105,24584320,24632320,fluent
HVSA_2_108,HVSA,2,108,24835680,24883680,repetition
HVSA_2_110,HVSA,2,110,24929760,24977760,fluent
HVSA_2_112,HVSA,2,112,25098880,25146880,repetition
HVSA_2_113,HVSA,2,113,25128320,25176320,fluent
HVSA_2_115,HVSA,2,115,25203040,25251040,repetition
HVSA_2_118,HVSA,2,118,25220480,25268480,block
HVSA_2_119,HVSA,2,119,25234240,25282240,fluent
HVSA_2_120,HVSA,2,120,25918720,25966720,interjection
HVSA_2_122,HVSA,2,122,26359200,26407200,repetition
HVSA_2_125,HVSA,2,125,26473600,26521600,fluent
HVSA_2_130,HVSA,2,130,28220960,28268960,interjection
HVSA_2_133,HVSA,2,133,28870880,28918880,repetition
HVSA_2_137,HVSA,2,137,29020160,29068160,fluent
HVSA_2_140,HVSA,2,140,29430720,29478720,fluent
HVSA_2_141,HVSA,2,141,29480640,29528640,repetition
HVSA_2_142,HVSA,2,142,29509280,29557280,fluent
HVSA_2_143,HVSA,2,143,29974080,30022080,repetition
HVSA_2_145,HVSA,2,145,30163680,30211680,fluent
HVSA_2_146,HVSA,2,146,30192640,30240640,fluent
HVSA_2_147,HVSA,2,147,31275200,31323200,fluent
HVSA_2_149,HVSA,2,149,31604640,31652640,repetition
HVSA_2_152,HVSA,2,152,31820800,31868800,interjection
HVSA_2_155,HVSA,2,155,32330400,32378400,fluent
HVSA_2_161,HVSA,2,161,33092480,33140480,repetition
HVSA_2_162,HVSA,2,162,34029600,34077600,fluent
HVSA_2_164,HVSA,2,164,34191520,34239520,fluent
HVSA_2_165,HVSA,2,165,34219040,34267040,repetition
HVSA_2_166,HVSA,2,166,34606400,34654400,fluent
HVSA_2_171,HVSA,2,171,35075680,35123680,interjection
HVSA_2_174,HVSA,2,174,35784160,35832160,fluent
HVSA_2_175,HVSA,2,175,35813280,35861280,fluent
HVSA_2_176,HVSA,2,176,36344480,36392480,fluent
HVSA_2_177,HVSA,2,177,36371840,36419840,fluent
HVSA_2_179,HVSA,2,179,3329760,3377760,repetition
HVSA_2_181,HVSA,2,181,36490240,36538240,interjection
HVSA_2_183,HVSA,2,183,36782240,36830240,block
HVSA_2_189,HVSA,2,189,37070560,37118560,fluent
HVSA_2_192,HVSA,2,192,39579520,39627520,repetition
HVSA_2_194,HVSA,2,194,42056640,42104640,fluent
HVSA_2_195,HVSA,2,195,42096960,42144960,repetition
HVSA_2_199,HVSA,2,199,4285280,4333280,block
HVSA_3_0,HVSA,3,0,480,48480,fluent
HVSA_3_1,HVSA,3,1,46009280,46057280,prolongation
HVSA_3_6,HVSA,3,6,46250720,46298720,repetition
HVSA_3_8,HVSA,3,8,46504960,46552960,repetition
HVSA_3_9,HVSA,3,9,46543200,46591200,prolongation
HVSA_3_10,HVSA,3,10,46610080,46658080,prolongation
HVSA_3_11,HVSA,3,11,46806400,46854400,fluent
HVSA_3_12,HVSA,3,12,46839840,46887840,fluent
HVSA_3_13,HVSA,3,13,49321920,49369920,fluent
HVSA_3_14,HVSA,3,14,49351360,49399360,fluent
HVSA_3_16,HVSA,3,16,49439040,49487040,fluent
HVSA_3_17,HVSA,3,17,4085280,4133280,fluent
HVSA_3_18,HVSA,3,18,4114400,4162400,interjection
HVSA_3_19,HVSA,3,19,49460160,49508160,block
HVSA_3_21,HVSA,3,21,49672320,49720320,fluent
HVSA_3_23,HVSA,3,23,49773760,49821760,fluent
HVSA_3_24,HVSA,3,24,49830400,49878400,fluent
HVSA_3_25,HVSA,3,25,49983840,50031840,fluent
HVSA_3_27,HVSA,3,27,50242240,50290240,fluent
HVSA_3_29,HVSA,3,29,51229120,51277120,fluent
HVSA_3_30,HVSA,3,30,51270880,51318880,repetition
HVSA_3_32,HVSA,3,32,4195200,4243200,fluent
HVSA_3_33,HVSA,3,33,51638080,51686080,repetition
HVSA_3_34,HVSA,3,34,51668320,51716320,fluent
HVSA_3_37,HVSA,3,37,52326880,52374880,repetition
HVSA_3_38,HVSA,3,38,4258400,4306400,fluent
HVSA_3_40,HVSA,3,40,4318240,4366240,repetition
HVSA_3_44,HVSA,3,44,6860000,6908000,fluent
HVSA_3_46,HVSA,3,46,6942720,6990720,fluent
HVSA_3_48,HVSA,3,48,7086880,7134880,fluent
HVSA_3_49,HVSA,3,49,396480,444480,block
HVSA_3_52,HVSA,3,52,8752800,8800800,fluent
HVSA_3_53,HVSA,3,53,10021120,10069120,fluent
HVSA_3_54,HVSA,3,54,9991360,10039360,fluent
HVSA_3_57,HVSA,3,57,11404160,11452160,prolongation
